Stop	StopName	Kommunenavn	Dat	Lon	Lat	PublicLineNo	Reisende
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-27	10.411902	59.269714	116A	369
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-29	10.411902	59.269714	116B	368
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-13	10.411902	59.269714	116A	368
33977	Borgheim	Færder	2023-11-10	10.407674	59.225875	02	368
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-07	10.412142	59.27018	113B	367
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-07	10.411902	59.269714	116B	363
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-30	10.412491	59.26981	113B	363
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-03	10.41214	59.269597	130	362
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-21	10.412142	59.27018	113A	362
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-15	10.41214	59.269597	130	362
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-15	10.411902	59.269714	116B	362
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-14	10.411902	59.269714	116A	361
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-30	10.411902	59.269714	116A	361
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-08	10.411902	59.269714	116A	361
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-21	10.411902	59.269714	116B	360
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-02	10.412142	59.27018	113A	360
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-15	10.412142	59.27018	113A	360
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-08	10.412318	59.26951	01	360
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-06	10.41208	59.269626	116A	359
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-16	10.412142	59.27018	113B	358
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-16	10.411902	59.269714	116B	357
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-02	10.411902	59.269714	116B	357
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-28	10.411902	59.269714	116A	356
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-15	10.41208	59.269626	116A	355
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-17	10.41214	59.269597	130	355
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-14	10.412142	59.27018	113A	355
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-23	10.41208	59.269626	116A	353
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-10	10.412491	59.26981	113B	352
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-10	10.412318	59.26951	01	352
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-29	10.411902	59.269714	116A	351
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-22	10.412142	59.27018	113B	351
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-23	10.412142	59.27018	113A	351
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-07	10.41214	59.269597	130	350
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-28	10.41208	59.269626	116A	349
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-02	10.411902	59.269714	116A	348
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-02	10.412142	59.27018	113B	348
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-29	10.412142	59.27018	113A	348
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-03	10.412318	59.26951	01	347
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-01	10.411902	59.269714	116B	347
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-07	10.411902	59.269714	116A	346
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-24	10.412377	59.26948	01	344
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-23	10.41214	59.269597	130	343
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-27	10.411902	59.269714	116B	343
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-09	10.411902	59.269714	116B	342
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-29	10.412142	59.27018	113B	342
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-07	10.412318	59.26951	01	342
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-15	10.411902	59.269714	116A	342
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-24	10.41208	59.269626	116A	341
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-02	10.412318	59.26951	01	341
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-24	10.412142	59.27018	113A	341
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-08	10.412142	59.27018	113B	340
33977	Borgheim	Færder	2023-11-23	10.407674	59.225875	02	340
33977	Borgheim	Færder	2023-11-09	10.407674	59.225875	02	339
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-27	10.412142	59.27018	113B	336
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-21	10.41208	59.269626	116A	336
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-13	10.412142	59.27018	113A	336
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-22	10.412491	59.26981	113B	335
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-16	10.412142	59.27018	113A	334
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-23	10.411902	59.269714	116A	333
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-21	10.412491	59.26981	113B	333
33977	Borgheim	Færder	2023-11-07	10.407674	59.225875	02	333
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-08	10.41208	59.269626	116A	333
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-13	10.411902	59.269714	116B	332
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-23	10.412491	59.26981	113B	332
33977	Borgheim	Færder	2023-11-16	10.407674	59.225875	02	332
33977	Borgheim	Færder	2023-11-20	10.407674	59.225875	02	331
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-27	10.41214	59.269597	130	331
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-27	10.41208	59.269626	116A	330
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-23	10.412142	59.27018	113B	330
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-20	10.412318	59.26951	01	329
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-27	10.412491	59.26981	113B	328
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-02	10.41208	59.269626	116A	327
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-17	10.41208	59.269626	116A	327
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-07	10.412491	59.26981	113B	327
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-07	10.412142	59.27018	113A	326
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-01	10.412142	59.27018	113B	325
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-28	10.411902	59.269714	116B	324
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-21	10.411902	59.269714	116A	324
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-14	10.411902	59.269714	116B	324
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-10	10.41214	59.269597	130	324
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-13	10.412318	59.26951	01	324
33977	Borgheim	Færder	2023-11-03	10.407674	59.225875	02	323
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-28	10.412142	59.27018	113A	323
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-29	10.41208	59.269626	116A	322
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-09	10.41208	59.269626	116A	322
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-01	10.412491	59.26981	113B	322
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-30	10.41208	59.269626	116A	320
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-15	10.412491	59.26981	113B	320
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-13	10.412142	59.27018	113B	320
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-03	10.411902	59.269714	116A	320
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-16	10.412491	59.26981	113B	319
33977	Borgheim	Færder	2023-11-22	10.407674	59.225875	02	319
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-06	10.412142	59.27018	113A	319
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-30	10.41214	59.269597	130	319
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-15	10.412142	59.27018	113B	318
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-03	10.411902	59.269714	116B	318
33977	Borgheim	Færder	2023-11-17	10.407674	59.225875	02	317
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-04	10.412142	59.27018	02	317
33977	Borgheim	Færder	2023-11-27	10.407674	59.225875	02	315
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-23	10.411902	59.269714	116B	314
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-27	10.412142	59.27018	113A	312
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-09	10.411902	59.269714	116A	311
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-28	10.412491	59.26981	113B	310
107542	Tønsberg rutebilstasjon 4	Tønsberg	2023-11-22	10.411784	59.269772	115	310
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-16	10.412377	59.26948	01	310
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-23	10.412318	59.26951	01	309
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-17	10.412142	59.27018	113A	309
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-14	10.412491	59.26981	113B	308
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-13	10.41208	59.269626	116A	308
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-10	10.412142	59.27018	113A	307
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-20	10.41208	59.269626	116A	306
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-10	10.411902	59.269714	116B	306
33977	Borgheim	Færder	2023-11-28	10.407674	59.225875	02	304
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-09	10.412491	59.26981	113B	304
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-06	10.412142	59.27018	113B	303
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-10	10.412142	59.27018	113B	302
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-16	10.41208	59.269626	116A	302
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-03	10.41208	59.269626	116A	301
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-08	10.412142	59.27018	113A	301
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-15	10.412318	59.26951	01	301
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-01	10.41208	59.269626	116A	301
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-22	10.41208	59.269626	116A	301
107548	Tønsberg rutebilstasjon 10	Tønsberg	2023-11-06	10.41214	59.269597	130	300
33977	Borgheim	Færder	2023-11-14	10.407674	59.225875	02	300
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-14	10.412318	59.26951	01	299
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-17	10.411902	59.269714	116B	297
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-08	10.411902	59.269714	116B	296
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-20	10.411902	59.269714	116B	292
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-10	10.412377	59.26948	01	292
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-30	10.412142	59.27018	113A	292
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-14	10.41208	59.269626	116A	292
33977	Borgheim	Færder	2023-11-01	10.407674	59.225875	02	292
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-11	10.412491	59.26981	113B	289
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-29	10.412377	59.26948	01	288
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-03	10.412491	59.26981	113B	288
33981	Borgheim	Færder	2023-11-28	10.405705	59.226248	116A	287
33977	Borgheim	Færder	2023-11-15	10.407674	59.225875	02	286
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-17	10.412142	59.27018	113B	285
33977	Borgheim	Færder	2023-11-29	10.407674	59.225875	02	283
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-06	10.411902	59.269714	116B	283
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-03	10.412142	59.27018	113A	282
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-25	10.412491	59.26981	02	281
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-17	10.412377	59.26948	01	277
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-06	10.412491	59.26981	113B	274
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-30	10.412377	59.26948	01	272
107547	Tønsberg rutebilstasjon 9	Tønsberg	2023-11-10	10.41208	59.269626	116A	270
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-01	10.412377	59.26948	01	268
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-28	10.412377	59.26948	01	268
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-27	10.412377	59.26948	01	267
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-04	10.412491	59.26981	113B	265
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-07	10.412377	59.26948	01	264
33977	Borgheim	Færder	2023-11-30	10.407674	59.225875	02	264
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-22	10.412377	59.26948	01	264
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-29	10.412491	59.26981	113B	264
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-25	10.412491	59.26981	113B	264
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-13	10.412491	59.26981	113B	264
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-04	10.412491	59.26981	02	262
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-21	10.412377	59.26948	01	262
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-18	10.412491	59.26981	02	261
107551	Tønsberg rutebilstasjon 13	Tønsberg	2023-11-16	10.412318	59.26951	01	260
107554	Tønsberg rutebilstasjon 17	Tønsberg	2023-11-03	10.412142	59.27018	113B	260
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-25	10.411902	59.269714	116A	260
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-23	10.412377	59.26948	01	258
107543	Tønsberg rutebilstasjon 5	Tønsberg	2023-11-22	10.411843	59.269743	120	253
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-08	10.412491	59.26981	113B	251
107543	Tønsberg rutebilstasjon 5	Tønsberg	2023-11-24	10.411843	59.269743	120	250
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-14	10.412491	59.26981	113A	249
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-06	10.412377	59.26948	01	247
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-08	10.412377	59.26948	01	246
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-11	10.411902	59.269714	116A	245
33981	Borgheim	Færder	2023-11-24	10.405705	59.226248	116A	245
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-02	10.412377	59.26948	01	245
107543	Tønsberg rutebilstasjon 5	Tønsberg	2023-11-03	10.411843	59.269743	120	244
33977	Borgheim	Færder	2023-11-08	10.407674	59.225875	02	244
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-13	10.412377	59.26948	01	238
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-14	10.412377	59.26948	01	236
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-20	10.412377	59.26948	01	236
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-11	10.412491	59.26981	02	235
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-18	10.411902	59.269714	116A	229
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-15	10.412377	59.26948	01	229
107552	Tønsberg rutebilstasjon 14	Tønsberg	2023-11-03	10.412377	59.26948	01	229
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-18	10.412491	59.26981	113B	228
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-24	10.412491	59.26981	113A	226
107544	Tønsberg rutebilstasjon 6	Tønsberg	2023-11-04	10.411902	59.269714	116A	226
107542	Tønsberg rutebilstasjon 4	Tønsberg	2023-11-01	10.411784	59.269772	115	224
30554	Revetal	Tønsberg	2023-11-21	10.264833	59.370448	120	224
107543	Tønsberg rutebilstasjon 5	Tønsberg	2023-11-20	10.411843	59.269743	120	223
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-17	10.412491	59.26981	113A	222
107543	Tønsberg rutebilstasjon 5	Tønsberg	2023-11-01	10.411843	59.269743	120	221
33981	Borgheim	Færder	2023-11-10	10.405705	59.226248	116A	220
33642	Eiktoppen	Tønsberg	2023-11-01	10.418993	59.291934	113B	219
107538	Tønsberg rutebilstasjon 16	Tønsberg	2023-11-28	10.412491	59.26981	113A	219
