Stop	StopName	Kommunenavn	Dat	Lon	Lat	PublicLineNo	Reisende
Totals	Totals	Totals	Totals	Totals	Totals	Totals	383 462
32732	Nyrønninga	Tønsberg	2023-10-22	10.488152	59.288464	116A	1
32030	Skjæret	Færder	2023-10-20	10.424834	59.241726	112	1
32844	Olsrød park	Tønsberg	2023-10-12	10.453389	59.275673	118	1
32030	Skjæret	Færder	2023-10-16	10.424834	59.241726	112	1
32030	Skjæret	Færder	2023-10-15	10.424834	59.241726	113B	1
32030	Skjæret	Færder	2023-10-15	10.424834	59.241726	113A	1
32030	Skjæret	Færder	2023-10-06	10.424834	59.241726	112	1
32844	Olsrød park	Tønsberg	2023-10-16	10.453389	59.275673	118	1
33437	Auli	Tønsberg	2023-10-02	10.34277	59.283475	01	1
32844	Olsrød park	Tønsberg	2023-10-19	10.453389	59.275673	118	1
32027	Skjæret	Færder	2023-10-30	10.424671	59.241392	113B	1
32027	Skjæret	Færder	2023-10-29	10.424671	59.241392	113B	1
33437	Auli	Tønsberg	2023-10-04	10.34277	59.283475	01	1
32027	Skjæret	Færder	2023-10-27	10.424671	59.241392	112	1
32732	Nyrønninga	Tønsberg	2023-10-18	10.488152	59.288464	116A	1
32027	Skjæret	Færder	2023-10-26	10.424671	59.241392	112	1
33882	Blåskjellveien syd	Færder	2023-10-29	10.456278	59.213513	113B	1
33437	Auli	Tønsberg	2023-10-06	10.34277	59.283475	01	1
32027	Skjæret	Færder	2023-10-23	10.424671	59.241392	113B	1
33883	Glitneveien	Tønsberg	2023-10-01	10.45518	59.274042	116A	1
33883	Glitneveien	Tønsberg	2023-10-01	10.45518	59.274042	116B	1
33437	Auli	Tønsberg	2023-10-06	10.34277	59.283475	121	1
33437	Auli	Tønsberg	2023-10-06	10.34277	59.283475	124	1
33342	Anildrød	Færder	2023-10-30	10.410259	59.201055	02	1
32027	Skjæret	Færder	2023-10-17	10.424671	59.241392	113B	1
33437	Auli	Tønsberg	2023-10-07	10.34277	59.283475	124	1
32027	Skjæret	Færder	2023-10-17	10.424671	59.241392	113A	1
32027	Skjæret	Færder	2023-10-17	10.424671	59.241392	112	1
32027	Skjæret	Færder	2023-10-15	10.424671	59.241392	113A	1
33342	Anildrød	Færder	2023-10-29	10.410259	59.201055	02	1
32732	Nyrønninga	Tønsberg	2023-10-08	10.488152	59.288464	116A	1
32844	Olsrød park	Tønsberg	2023-10-24	10.453389	59.275673	118	1
33437	Auli	Tønsberg	2023-10-11	10.34277	59.283475	01	1
32027	Skjæret	Færder	2023-10-14	10.424671	59.241392	113B	1
30982	Gårdbo	Tønsberg	2023-10-15	10.484745	59.277524	116B	1
33146	Jarlsberg travbane	Tønsberg	2023-10-06	10.36761	59.281715	011	1
32730	Stuerød	Tønsberg	2023-10-29	10.40412	59.316939	02	1
32027	Skjæret	Færder	2023-10-13	10.424671	59.241392	113A	1
32027	Skjæret	Færder	2023-10-12	10.424671	59.241392	113A	1
33437	Auli	Tønsberg	2023-10-12	10.34277	59.283475	124	1
33342	Anildrød	Færder	2023-10-14	10.410259	59.201055	02	1
33074	Pande syd	Tønsberg	2023-10-06	10.317855	59.301748	121	1
33883	Glitneveien	Tønsberg	2023-10-15	10.45518	59.274042	116A	1
33074	Pande syd	Tønsberg	2023-10-11	10.317855	59.301748	121	1
32027	Skjæret	Færder	2023-10-03	10.424671	59.241392	113B	1
33437	Auli	Tønsberg	2023-10-13	10.34277	59.283475	124	1
33342	Anildrød	Færder	2023-10-12	10.410259	59.201055	02	1
32027	Skjæret	Færder	2023-10-01	10.424671	59.241392	113B	1
32027	Skjæret	Færder	2023-10-01	10.424671	59.241392	113A	1
32018	Holtane	Færder	2023-10-28	10.40202	59.144014	02	1
33437	Auli	Tønsberg	2023-10-15	10.34277	59.283475	01	1
32018	Holtane	Færder	2023-10-27	10.40202	59.144014	02	1
33146	Jarlsberg travbane	Tønsberg	2023-10-05	10.36761	59.281715	011	1
33883	Glitneveien	Tønsberg	2023-10-21	10.45518	59.274042	116A	1
33437	Auli	Tønsberg	2023-10-16	10.34277	59.283475	01	1
33883	Glitneveien	Tønsberg	2023-10-22	10.45518	59.274042	116B	1
32018	Holtane	Færder	2023-10-23	10.40202	59.144014	02	1
32018	Holtane	Færder	2023-10-21	10.40202	59.144014	02	1
32730	Stuerød	Tønsberg	2023-10-15	10.40412	59.316939	02	1
32018	Holtane	Færder	2023-10-14	10.40202	59.144014	02	1
32018	Holtane	Færder	2023-10-11	10.40202	59.144014	02	1
31072	Sem kirke	Tønsberg	2023-10-13	10.385237	59.291971	120	1
32018	Holtane	Færder	2023-10-09	10.40202	59.144014	02	1
33146	Jarlsberg travbane	Tønsberg	2023-10-04	10.36761	59.281715	121	1
