Enhet;År;Kommunenummer;Kommune;Bosetting;Antall
Personer;2000;1433;Naustdal (t.o.m. 2019);Vedtak om bosetting;0
Personer;2000;1438;;Anmodning om bosetting;10
Personer;2000;1438;;Faktisk bosetting;.
Personer;2000;1438;;Vedtak om bosetting;10
Personer;2000;1439;Vågsøy (t.o.m. 2019);Anmodning om bosetting;15
Personer;2000;1439;Vågsøy (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1439;Vågsøy (t.o.m. 2019);Vedtak om bosetting;20
Personer;2000;1441;Selje (t.o.m. 2019);Anmodning om bosetting;20
Personer;2000;1441;Selje (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1441;Selje (t.o.m. 2019);Vedtak om bosetting;15
Personer;2000;1443;Eid (t.o.m. 2019);Anmodning om bosetting;15
Personer;2000;1443;Eid (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1443;Eid (t.o.m. 2019);Vedtak om bosetting;15
Personer;2000;1444;Hornindal (t.o.m. 2019);Anmodning om bosetting;20
Personer;2000;1444;Hornindal (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1444;Hornindal (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1445;;Anmodning om bosetting;20
Personer;2000;1445;;Faktisk bosetting;.
Personer;2000;1445;;Vedtak om bosetting;30
Personer;2000;1449;;Anmodning om bosetting;20
Personer;2000;1449;;Faktisk bosetting;.
Personer;2000;1449;;Vedtak om bosetting;20
Personer;2000;1502;Molde (t.o.m. 2019);Anmodning om bosetting;40
Personer;2000;1502;Molde (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1502;Molde (t.o.m. 2019);Vedtak om bosetting;40
Personer;2000;1503;;Anmodning om bosetting;45
Personer;2000;1503;;Faktisk bosetting;.
Personer;2000;1503;;Vedtak om bosetting;45
Personer;2000;1504;Ålesund (t.o.m. 2019);Anmodning om bosetting;50
Personer;2000;1504;Ålesund (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1504;Ålesund (t.o.m. 2019);Vedtak om bosetting;10
Personer;2000;1505;Kristiansund;Anmodning om bosetting;.
Personer;2000;1505;Kristiansund;Faktisk bosetting;.
Personer;2000;1505;Kristiansund;Vedtak om bosetting;.
Personer;2000;1511;Vanylven;Anmodning om bosetting;.
Personer;2000;1511;Vanylven;Faktisk bosetting;.
Personer;2000;1511;Vanylven;Vedtak om bosetting;.
Personer;2000;1514;Sande (Møre og Romsdal);Anmodning om bosetting;25
Personer;2000;1514;Sande (Møre og Romsdal);Faktisk bosetting;.
Personer;2000;1514;Sande (Møre og Romsdal);Vedtak om bosetting;25
Personer;2000;1515;Herøy (Møre og Romsdal);Anmodning om bosetting;10
Personer;2000;1515;Herøy (Møre og Romsdal);Faktisk bosetting;.
Personer;2000;1515;Herøy (Møre og Romsdal);Vedtak om bosetting;15
Personer;2000;1516;Ulstein;Anmodning om bosetting;20
Personer;2000;1516;Ulstein;Faktisk bosetting;.
Personer;2000;1516;Ulstein;Vedtak om bosetting;20
Personer;2000;1517;Hareid;Anmodning om bosetting;15
Personer;2000;1517;Hareid;Faktisk bosetting;.
Personer;2000;1517;Hareid;Vedtak om bosetting;5
Personer;2000;1519;Volda (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1519;Volda (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1519;Volda (t.o.m. 2019);Vedtak om bosetting;15
Personer;2000;1520;Ørsta;Anmodning om bosetting;20
Personer;2000;1520;Ørsta;Faktisk bosetting;.
Personer;2000;1520;Ørsta;Vedtak om bosetting;30
Personer;2000;1523;Ørskog (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1523;Ørskog (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1523;Ørskog (t.o.m. 2019);Vedtak om bosetting;15
Personer;2000;1524;Norddal (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1524;Norddal (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1524;Norddal (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1525;Stranda;Anmodning om bosetting;12
Personer;2000;1525;Stranda;Faktisk bosetting;.
Personer;2000;1525;Stranda;Vedtak om bosetting;0
Personer;2000;1526;Stordal (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1526;Stordal (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1526;Stordal (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1528;Sykkylven;Anmodning om bosetting;10
Personer;2000;1528;Sykkylven;Faktisk bosetting;.
Personer;2000;1528;Sykkylven;Vedtak om bosetting;12
Personer;2000;1529;Skodje (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1529;Skodje (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1529;Skodje (t.o.m. 2019);Vedtak om bosetting;7
Personer;2000;1531;Sula;Anmodning om bosetting;16
Personer;2000;1531;Sula;Faktisk bosetting;.
Personer;2000;1531;Sula;Vedtak om bosetting;6
Personer;2000;1532;Giske;Anmodning om bosetting;15
Personer;2000;1532;Giske;Faktisk bosetting;.
Personer;2000;1532;Giske;Vedtak om bosetting;.
Personer;2000;1534;Haram (t.o.m. 2019);Anmodning om bosetting;29
Personer;2000;1534;Haram (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1534;Haram (t.o.m. 2019);Vedtak om bosetting;29
Personer;2000;1535;Vestnes;Anmodning om bosetting;30
Personer;2000;1535;Vestnes;Faktisk bosetting;.
Personer;2000;1535;Vestnes;Vedtak om bosetting;.
Personer;2000;1539;Rauma;Anmodning om bosetting;20
Personer;2000;1539;Rauma;Faktisk bosetting;.
Personer;2000;1539;Rauma;Vedtak om bosetting;20
Personer;2000;1543;Nesset (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1543;Nesset (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1543;Nesset (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1545;Midsund (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1545;Midsund (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1545;Midsund (t.o.m. 2019);Vedtak om bosetting;30
Personer;2000;1546;Sandøy (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1546;Sandøy (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1546;Sandøy (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1547;Aukra;Anmodning om bosetting;30
Personer;2000;1547;Aukra;Faktisk bosetting;.
Personer;2000;1547;Aukra;Vedtak om bosetting;.
Personer;2000;1548;Fræna (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1548;Fræna (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1548;Fræna (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1551;Eide (t.o.m. 2019);Anmodning om bosetting;30
Personer;2000;1551;Eide (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1551;Eide (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1554;Averøy;Anmodning om bosetting;20
Personer;2000;1554;Averøy;Faktisk bosetting;.
Personer;2000;1554;Averøy;Vedtak om bosetting;5
Personer;2000;1556;;Anmodning om bosetting;20
Personer;2000;1556;;Faktisk bosetting;.
Personer;2000;1556;;Vedtak om bosetting;10
Personer;2000;1557;Gjemnes;Anmodning om bosetting;30
Personer;2000;1557;Gjemnes;Faktisk bosetting;.
Personer;2000;1557;Gjemnes;Vedtak om bosetting;.
Personer;2000;1560;Tingvoll;Anmodning om bosetting;15
Personer;2000;1560;Tingvoll;Faktisk bosetting;.
Personer;2000;1560;Tingvoll;Vedtak om bosetting;15
Personer;2000;1563;Sunndal;Anmodning om bosetting;25
Personer;2000;1563;Sunndal;Faktisk bosetting;.
Personer;2000;1563;Sunndal;Vedtak om bosetting;25
Personer;2000;1566;Surnadal;Anmodning om bosetting;25
Personer;2000;1566;Surnadal;Faktisk bosetting;.
Personer;2000;1566;Surnadal;Vedtak om bosetting;25
Personer;2000;1567;;Anmodning om bosetting;.
Personer;2000;1567;;Faktisk bosetting;.
Personer;2000;1567;;Vedtak om bosetting;.
Personer;2000;1569;;Anmodning om bosetting;30
Personer;2000;1569;;Faktisk bosetting;.
Personer;2000;1569;;Vedtak om bosetting;.
Personer;2000;1571;Halsa (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1571;Halsa (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1571;Halsa (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1572;;Anmodning om bosetting;.
Personer;2000;1572;;Faktisk bosetting;.
Personer;2000;1572;;Vedtak om bosetting;.
Personer;2000;1573;Smøla;Anmodning om bosetting;.
Personer;2000;1573;Smøla;Faktisk bosetting;.
Personer;2000;1573;Smøla;Vedtak om bosetting;.
Personer;2000;1576;Aure;Anmodning om bosetting;.
Personer;2000;1576;Aure;Faktisk bosetting;.
Personer;2000;1576;Aure;Vedtak om bosetting;.
Personer;2000;1601;Trondheim (t.o.m. 2019);Anmodning om bosetting;220
Personer;2000;1601;Trondheim (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1601;Trondheim (t.o.m. 2019);Vedtak om bosetting;220
Personer;2000;1612;;Anmodning om bosetting;20
Personer;2000;1612;;Faktisk bosetting;.
Personer;2000;1612;;Vedtak om bosetting;10
Personer;2000;1613;;Anmodning om bosetting;.
Personer;2000;1613;;Faktisk bosetting;.
Personer;2000;1613;;Vedtak om bosetting;.
Personer;2000;1617;;Anmodning om bosetting;30
Personer;2000;1617;;Faktisk bosetting;.
Personer;2000;1617;;Vedtak om bosetting;.
Personer;2000;1620;;Anmodning om bosetting;30
Personer;2000;1620;;Faktisk bosetting;.
Personer;2000;1620;;Vedtak om bosetting;.
Personer;2000;1621;;Anmodning om bosetting;30
Personer;2000;1621;;Faktisk bosetting;.
Personer;2000;1621;;Vedtak om bosetting;.
Personer;2000;1622;;Anmodning om bosetting;.
Personer;2000;1622;;Faktisk bosetting;.
Personer;2000;1622;;Vedtak om bosetting;.
Personer;2000;1624;Rissa (t.o.m. 2017);Anmodning om bosetting;30
Personer;2000;1624;Rissa (t.o.m. 2017);Faktisk bosetting;.
Personer;2000;1624;Rissa (t.o.m. 2017);Vedtak om bosetting;.
Personer;2000;1627;;Anmodning om bosetting;30
Personer;2000;1627;;Faktisk bosetting;.
Personer;2000;1627;;Vedtak om bosetting;10
Personer;2000;1630;;Anmodning om bosetting;.
Personer;2000;1630;;Faktisk bosetting;.
Personer;2000;1630;;Vedtak om bosetting;.
Personer;2000;1632;;Anmodning om bosetting;.
Personer;2000;1632;;Faktisk bosetting;.
Personer;2000;1632;;Vedtak om bosetting;.
Personer;2000;1633;;Anmodning om bosetting;.
Personer;2000;1633;;Faktisk bosetting;.
Personer;2000;1633;;Vedtak om bosetting;.
Personer;2000;1634;;Anmodning om bosetting;35
Personer;2000;1634;;Faktisk bosetting;.
Personer;2000;1634;;Vedtak om bosetting;.
Personer;2000;1635;;Anmodning om bosetting;30
Personer;2000;1635;;Faktisk bosetting;.
Personer;2000;1635;;Vedtak om bosetting;.
Personer;2000;1636;;Anmodning om bosetting;20
Personer;2000;1636;;Faktisk bosetting;.
Personer;2000;1636;;Vedtak om bosetting;20
Personer;2000;1638;;Anmodning om bosetting;30
Personer;2000;1638;;Faktisk bosetting;.
Personer;2000;1638;;Vedtak om bosetting;.
Personer;2000;1640;;Anmodning om bosetting;20
Personer;2000;1640;;Faktisk bosetting;.
Personer;2000;1640;;Vedtak om bosetting;.
Personer;2000;1644;;Anmodning om bosetting;.
Personer;2000;1644;;Faktisk bosetting;.
Personer;2000;1644;;Vedtak om bosetting;.
Personer;2000;1648;;Anmodning om bosetting;30
Personer;2000;1648;;Faktisk bosetting;.
Personer;2000;1648;;Vedtak om bosetting;12
Personer;2000;1653;;Anmodning om bosetting;40
Personer;2000;1653;;Faktisk bosetting;.
Personer;2000;1653;;Vedtak om bosetting;40
Personer;2000;1657;;Anmodning om bosetting;20
Personer;2000;1657;;Faktisk bosetting;.
Personer;2000;1657;;Vedtak om bosetting;.
Personer;2000;1662;;Anmodning om bosetting;30
Personer;2000;1662;;Faktisk bosetting;.
Personer;2000;1662;;Vedtak om bosetting;10
Personer;2000;1663;;Anmodning om bosetting;35
Personer;2000;1663;;Faktisk bosetting;.
Personer;2000;1663;;Vedtak om bosetting;35
Personer;2000;1664;;Anmodning om bosetting;30
Personer;2000;1664;;Faktisk bosetting;.
Personer;2000;1664;;Vedtak om bosetting;.
Personer;2000;1665;;Anmodning om bosetting;.
Personer;2000;1665;;Faktisk bosetting;.
Personer;2000;1665;;Vedtak om bosetting;.
Personer;2000;1702;;Anmodning om bosetting;35
Personer;2000;1702;;Faktisk bosetting;.
Personer;2000;1702;;Vedtak om bosetting;30
Personer;2000;1703;;Anmodning om bosetting;35
Personer;2000;1703;;Faktisk bosetting;.
Personer;2000;1703;;Vedtak om bosetting;35
Personer;2000;1711;;Anmodning om bosetting;0
Personer;2000;1711;;Faktisk bosetting;.
Personer;2000;1711;;Vedtak om bosetting;0
Personer;2000;1714;;Anmodning om bosetting;35
Personer;2000;1714;;Faktisk bosetting;.
Personer;2000;1714;;Vedtak om bosetting;20
Personer;2000;1717;;Anmodning om bosetting;30
Personer;2000;1717;;Faktisk bosetting;.
Personer;2000;1717;;Vedtak om bosetting;30
Personer;2000;1718;Leksvik (t.o.m. 2017);Anmodning om bosetting;10
Personer;2000;1718;Leksvik (t.o.m. 2017);Faktisk bosetting;.
Personer;2000;1718;Leksvik (t.o.m. 2017);Vedtak om bosetting;10
Personer;2000;1719;;Anmodning om bosetting;35
Personer;2000;1719;;Faktisk bosetting;.
Personer;2000;1719;;Vedtak om bosetting;20
Personer;2000;1721;;Anmodning om bosetting;35
Personer;2000;1721;;Faktisk bosetting;.
Personer;2000;1721;;Vedtak om bosetting;27
Personer;2000;1724;;Anmodning om bosetting;.
Personer;2000;1724;;Faktisk bosetting;.
Personer;2000;1724;;Vedtak om bosetting;.
Personer;2000;1725;;Anmodning om bosetting;.
Personer;2000;1725;;Faktisk bosetting;.
Personer;2000;1725;;Vedtak om bosetting;.
Personer;2000;1729;;Anmodning om bosetting;30
Personer;2000;1729;;Faktisk bosetting;.
Personer;2000;1729;;Vedtak om bosetting;30
Personer;2000;1736;;Anmodning om bosetting;.
Personer;2000;1736;;Faktisk bosetting;.
Personer;2000;1736;;Vedtak om bosetting;.
Personer;2000;1738;;Anmodning om bosetting;.
Personer;2000;1738;;Faktisk bosetting;.
Personer;2000;1738;;Vedtak om bosetting;.
Personer;2000;1739;;Anmodning om bosetting;.
Personer;2000;1739;;Faktisk bosetting;.
Personer;2000;1739;;Vedtak om bosetting;.
Personer;2000;1740;;Anmodning om bosetting;.
Personer;2000;1740;;Faktisk bosetting;.
Personer;2000;1740;;Vedtak om bosetting;.
Personer;2000;1742;;Anmodning om bosetting;20
Personer;2000;1742;;Faktisk bosetting;.
Personer;2000;1742;;Vedtak om bosetting;9
Personer;2000;1743;;Anmodning om bosetting;20
Personer;2000;1743;;Faktisk bosetting;.
Personer;2000;1743;;Vedtak om bosetting;20
Personer;2000;1744;;Anmodning om bosetting;30
Personer;2000;1744;;Faktisk bosetting;.
Personer;2000;1744;;Vedtak om bosetting;30
Personer;2000;1748;;Anmodning om bosetting;.
Personer;2000;1748;;Faktisk bosetting;.
Personer;2000;1748;;Vedtak om bosetting;.
Personer;2000;1749;;Anmodning om bosetting;.
Personer;2000;1749;;Faktisk bosetting;.
Personer;2000;1749;;Vedtak om bosetting;.
Personer;2000;1750;;Anmodning om bosetting;30
Personer;2000;1750;;Faktisk bosetting;.
Personer;2000;1750;;Vedtak om bosetting;.
Personer;2000;1751;;Anmodning om bosetting;30
Personer;2000;1751;;Faktisk bosetting;.
Personer;2000;1751;;Vedtak om bosetting;0
Personer;2000;1755;;Anmodning om bosetting;.
Personer;2000;1755;;Faktisk bosetting;.
Personer;2000;1755;;Vedtak om bosetting;.
Personer;2000;1756;;Anmodning om bosetting;.
Personer;2000;1756;;Faktisk bosetting;.
Personer;2000;1756;;Vedtak om bosetting;.
Personer;2000;1804;Bodø;Anmodning om bosetting;80
Personer;2000;1804;Bodø;Faktisk bosetting;.
Personer;2000;1804;Bodø;Vedtak om bosetting;50
Personer;2000;1805;Narvik (t.o.m. 2019);Anmodning om bosetting;65
Personer;2000;1805;Narvik (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1805;Narvik (t.o.m. 2019);Vedtak om bosetting;25
Personer;2000;1811;Bindal;Anmodning om bosetting;.
Personer;2000;1811;Bindal;Faktisk bosetting;.
Personer;2000;1811;Bindal;Vedtak om bosetting;.
Personer;2000;1812;Sømna;Anmodning om bosetting;.
Personer;2000;1812;Sømna;Faktisk bosetting;.
Personer;2000;1812;Sømna;Vedtak om bosetting;.
Personer;2000;1813;Brønnøy;Anmodning om bosetting;25
Personer;2000;1813;Brønnøy;Faktisk bosetting;.
Personer;2000;1813;Brønnøy;Vedtak om bosetting;0
Personer;2000;1815;Vega;Anmodning om bosetting;.
Personer;2000;1815;Vega;Faktisk bosetting;.
Personer;2000;1815;Vega;Vedtak om bosetting;.
Personer;2000;1816;Vevelstad;Anmodning om bosetting;25
Personer;2000;1816;Vevelstad;Faktisk bosetting;.
Personer;2000;1816;Vevelstad;Vedtak om bosetting;.
Personer;2000;1818;Herøy (Nordland);Anmodning om bosetting;.
Personer;2000;1818;Herøy (Nordland);Faktisk bosetting;.
Personer;2000;1818;Herøy (Nordland);Vedtak om bosetting;.
Personer;2000;1820;Alstahaug;Anmodning om bosetting;40
Personer;2000;1820;Alstahaug;Faktisk bosetting;.
Personer;2000;1820;Alstahaug;Vedtak om bosetting;20
Personer;2000;1822;Leirfjord;Anmodning om bosetting;20
Personer;2000;1822;Leirfjord;Faktisk bosetting;.
Personer;2000;1822;Leirfjord;Vedtak om bosetting;0
Personer;2000;1824;Vefsn;Anmodning om bosetting;25
Personer;2000;1824;Vefsn;Faktisk bosetting;.
Personer;2000;1824;Vefsn;Vedtak om bosetting;20
Personer;2000;1825;Grane;Anmodning om bosetting;.
Personer;2000;1825;Grane;Faktisk bosetting;.
Personer;2000;1825;Grane;Vedtak om bosetting;.
Personer;2000;1826;Hattfjelldal;Anmodning om bosetting;10
Personer;2000;1826;Hattfjelldal;Faktisk bosetting;.
Personer;2000;1826;Hattfjelldal;Vedtak om bosetting;10
Personer;2000;1827;Dønna;Anmodning om bosetting;.
Personer;2000;1827;Dønna;Faktisk bosetting;.
Personer;2000;1827;Dønna;Vedtak om bosetting;.
Personer;2000;1828;Nesna;Anmodning om bosetting;30
Personer;2000;1828;Nesna;Faktisk bosetting;.
Personer;2000;1828;Nesna;Vedtak om bosetting;10
Personer;2000;1832;Hemnes;Anmodning om bosetting;20
Personer;2000;1832;Hemnes;Faktisk bosetting;.
Personer;2000;1832;Hemnes;Vedtak om bosetting;20
Personer;2000;1833;Rana;Anmodning om bosetting;30
Personer;2000;1833;Rana;Faktisk bosetting;.
Personer;2000;1833;Rana;Vedtak om bosetting;30
Personer;2000;1834;Lurøy;Anmodning om bosetting;.
Personer;2000;1834;Lurøy;Faktisk bosetting;.
Personer;2000;1834;Lurøy;Vedtak om bosetting;.
Personer;2000;1835;Træna;Anmodning om bosetting;.
Personer;2000;1835;Træna;Faktisk bosetting;.
Personer;2000;1835;Træna;Vedtak om bosetting;.
Personer;2000;1836;Rødøy;Anmodning om bosetting;.
Personer;2000;1836;Rødøy;Faktisk bosetting;.
Personer;2000;1836;Rødøy;Vedtak om bosetting;.
Personer;2000;1837;Meløy;Anmodning om bosetting;25
Personer;2000;1837;Meløy;Faktisk bosetting;.
Personer;2000;1837;Meløy;Vedtak om bosetting;25
Personer;2000;1838;Gildeskål;Anmodning om bosetting;.
Personer;2000;1838;Gildeskål;Faktisk bosetting;.
Personer;2000;1838;Gildeskål;Vedtak om bosetting;.
Personer;2000;1839;Beiarn;Anmodning om bosetting;.
Personer;2000;1839;Beiarn;Faktisk bosetting;.
Personer;2000;1839;Beiarn;Vedtak om bosetting;.
Personer;2000;1840;Saltdal;Anmodning om bosetting;35
Personer;2000;1840;Saltdal;Faktisk bosetting;.
Personer;2000;1840;Saltdal;Vedtak om bosetting;20
Personer;2000;1841;Fauske;Anmodning om bosetting;30
Personer;2000;1841;Fauske;Faktisk bosetting;.
Personer;2000;1841;Fauske;Vedtak om bosetting;18
Personer;2000;1842;;Anmodning om bosetting;.
Personer;2000;1842;;Faktisk bosetting;.
Personer;2000;1842;;Vedtak om bosetting;.
Personer;2000;1845;Sørfold;Anmodning om bosetting;30
Personer;2000;1845;Sørfold;Faktisk bosetting;.
Personer;2000;1845;Sørfold;Vedtak om bosetting;.
Personer;2000;1848;Steigen;Anmodning om bosetting;.
Personer;2000;1848;Steigen;Faktisk bosetting;.
Personer;2000;1848;Steigen;Vedtak om bosetting;.
Personer;2000;1849;Hamarøy (t.o.m. 2019);Anmodning om bosetting;20
Personer;2000;1849;Hamarøy (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1849;Hamarøy (t.o.m. 2019);Vedtak om bosetting;20
Personer;2000;1850;Tysfjord (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1850;Tysfjord (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1850;Tysfjord (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1851;Lødingen;Anmodning om bosetting;.
Personer;2000;1851;Lødingen;Faktisk bosetting;.
Personer;2000;1851;Lødingen;Vedtak om bosetting;.
Personer;2000;1852;Tjeldsund (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1852;Tjeldsund (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1852;Tjeldsund (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1853;Evenes;Anmodning om bosetting;20
Personer;2000;1853;Evenes;Faktisk bosetting;.
Personer;2000;1853;Evenes;Vedtak om bosetting;.
Personer;2000;1854;Ballangen (t.o.m. 2019);Anmodning om bosetting;25
Personer;2000;1854;Ballangen (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1854;Ballangen (t.o.m. 2019);Vedtak om bosetting;25
Personer;2000;1856;Røst;Anmodning om bosetting;.
Personer;2000;1856;Røst;Faktisk bosetting;.
Personer;2000;1856;Røst;Vedtak om bosetting;.
Personer;2000;1857;Værøy;Anmodning om bosetting;.
Personer;2000;1857;Værøy;Faktisk bosetting;.
Personer;2000;1857;Værøy;Vedtak om bosetting;.
Personer;2000;1859;Flakstad;Anmodning om bosetting;.
Personer;2000;1859;Flakstad;Faktisk bosetting;.
Personer;2000;1859;Flakstad;Vedtak om bosetting;.
Personer;2000;1860;Vestvågøy;Anmodning om bosetting;40
Personer;2000;1860;Vestvågøy;Faktisk bosetting;.
Personer;2000;1860;Vestvågøy;Vedtak om bosetting;20
Personer;2000;1865;Vågan;Anmodning om bosetting;20
Personer;2000;1865;Vågan;Faktisk bosetting;.
Personer;2000;1865;Vågan;Vedtak om bosetting;20
Personer;2000;1866;Hadsel;Anmodning om bosetting;25
Personer;2000;1866;Hadsel;Faktisk bosetting;.
Personer;2000;1866;Hadsel;Vedtak om bosetting;10
Personer;2000;1867;Bø (Nordland);Anmodning om bosetting;20
Personer;2000;1867;Bø (Nordland);Faktisk bosetting;.
Personer;2000;1867;Bø (Nordland);Vedtak om bosetting;20
Personer;2000;1868;Øksnes;Anmodning om bosetting;20
Personer;2000;1868;Øksnes;Faktisk bosetting;.
Personer;2000;1868;Øksnes;Vedtak om bosetting;18
Personer;2000;1870;Sortland;Anmodning om bosetting;20
Personer;2000;1870;Sortland;Faktisk bosetting;.
Personer;2000;1870;Sortland;Vedtak om bosetting;20
Personer;2000;1871;Andøy;Anmodning om bosetting;20
Personer;2000;1871;Andøy;Faktisk bosetting;.
Personer;2000;1871;Andøy;Vedtak om bosetting;25
Personer;2000;1874;Moskenes;Anmodning om bosetting;.
Personer;2000;1874;Moskenes;Faktisk bosetting;.
Personer;2000;1874;Moskenes;Vedtak om bosetting;.
Personer;2000;1901;;Anmodning om bosetting;55
Personer;2000;1901;;Faktisk bosetting;.
Personer;2000;1901;;Vedtak om bosetting;55
Personer;2000;1902;;Anmodning om bosetting;90
Personer;2000;1902;;Faktisk bosetting;.
Personer;2000;1902;;Vedtak om bosetting;90
Personer;2000;1903;;Anmodning om bosetting;.
Personer;2000;1903;;Faktisk bosetting;.
Personer;2000;1903;;Vedtak om bosetting;.
Personer;2000;1911;;Anmodning om bosetting;25
Personer;2000;1911;;Faktisk bosetting;.
Personer;2000;1911;;Vedtak om bosetting;15
Personer;2000;1913;Skånland (t.o.m. 2019);Anmodning om bosetting;25
Personer;2000;1913;Skånland (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1913;Skånland (t.o.m. 2019);Vedtak om bosetting;5
Personer;2000;1915;;Anmodning om bosetting;.
Personer;2000;1915;;Faktisk bosetting;.
Personer;2000;1915;;Vedtak om bosetting;.
Personer;2000;1917;;Anmodning om bosetting;30
Personer;2000;1917;;Faktisk bosetting;.
Personer;2000;1917;;Vedtak om bosetting;10
Personer;2000;1919;;Anmodning om bosetting;25
Personer;2000;1919;;Faktisk bosetting;.
Personer;2000;1919;;Vedtak om bosetting;10
Personer;2000;1920;;Anmodning om bosetting;.
Personer;2000;1920;;Faktisk bosetting;.
Personer;2000;1920;;Vedtak om bosetting;25
Personer;2000;1922;;Anmodning om bosetting;40
Personer;2000;1922;;Faktisk bosetting;.
Personer;2000;1922;;Vedtak om bosetting;7
Personer;2000;1923;;Anmodning om bosetting;25
Personer;2000;1923;;Faktisk bosetting;.
Personer;2000;1923;;Vedtak om bosetting;25
Personer;2000;1924;;Anmodning om bosetting;30
Personer;2000;1924;;Faktisk bosetting;.
Personer;2000;1924;;Vedtak om bosetting;30
Personer;2000;1925;;Anmodning om bosetting;20
Personer;2000;1925;;Faktisk bosetting;.
Personer;2000;1925;;Vedtak om bosetting;10
Personer;2000;1926;;Anmodning om bosetting;20
Personer;2000;1926;;Faktisk bosetting;.
Personer;2000;1926;;Vedtak om bosetting;20
Personer;2000;1927;Tranøy (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1927;Tranøy (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1927;Tranøy (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1928;Torsken (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1928;Torsken (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1928;Torsken (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1929;Berg (t.o.m. 2019);Anmodning om bosetting;.
Personer;2000;1929;Berg (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1929;Berg (t.o.m. 2019);Vedtak om bosetting;.
Personer;2000;1931;Lenvik (t.o.m. 2019);Anmodning om bosetting;40
Personer;2000;1931;Lenvik (t.o.m. 2019);Faktisk bosetting;.
Personer;2000;1931;Lenvik (t.o.m. 2019);Vedtak om bosetting;30
Personer;2000;1933;;Anmodning om bosetting;.
Personer;2000;1933;;Faktisk bosetting;.
Personer;2000;1933;;Vedtak om bosetting;0
Personer;2000;1936;;Anmodning om bosetting;20
Personer;2000;1936;;Faktisk bosetting;.
Personer;2000;1936;;Vedtak om bosetting;20
Personer;2000;1938;;Anmodning om bosetting;25
Personer;2000;1938;;Faktisk bosetting;.
Personer;2000;1938;;Vedtak om bosetting;0
Personer;2000;1939;;Anmodning om bosetting;.
Personer;2000;1939;;Faktisk bosetting;.
Personer;2000;1939;;Vedtak om bosetting;.
Personer;2000;1940;;Anmodning om bosetting;25
Personer;2000;1940;;Faktisk bosetting;.
Personer;2000;1940;;Vedtak om bosetting;25
Personer;2000;1941;;Anmodning om bosetting;45
